103,236,
106,258,
104,236,
102,247,
108,245,
103,249,
104,249,
105,241,
103,251,
104,242,
103,243,
102,246,
104,244,
105,253,
104,239,
100,246,
104,252,
104,238,
104,245,
105,242,
103,247,
105,238,
106,246,
108,259,
104,232,
102,246,
103,244,
105,245,
99,245,
103,239,
100,251,
103,243,
101,251,
103,250,
104,244,
102,249,
102,242,
106,243,
105,246,
108,239,
105,249,
103,245,
104,243,
104,243,
104,239,
104,253,
105,237,
104,236,
103,246,
102,251,
100,253,
102,239,
102,249,
101,245,
104,241,
105,250,
104,244,
103,248,
105,234,
105,256,
102,246,
102,241,
102,245,
102,238,
104,251,
101,244,
103,239,
104,252,
103,238,
105,248,
105,241,
106,261,
101,242,
99,234,
106,255,
100,243,
102,235,
104,247,
108,249,
104,249,
99,236,
107,250,
102,246,
105,237,
106,243,
105,240,
108,249,
103,242,
103,239,
106,249,
101,242,
105,247,
101,232,
103,251,
105,244,
102,236,
103,250,
104,246,
104,245,
105,240,
103,243,
108,241,
103,232,
105,250,
106,244,
102,249,
107,237,
101,244,
102,250,
104,240,
102,239,
105,241,
105,242,
104,240,
104,238,
106,254,
107,244,
102,247,
105,239,
106,250,
105,248,
103,242,
101,250,
101,244,
104,243,
103,245,
96,234,
104,252,
104,239,
105,240,
104,242,
105,249,
103,249,
105,236,
106,252,
104,249,
109,243,
102,247,
103,240,
107,256,
100,230,
105,253,
98,244,
106,244,
107,244,
100,231,
106,252,
105,247,
102,246,
102,245,
100,242,
104,252,
104,235,
104,253,
101,244,
105,238,
106,246,
101,243,
106,250,
104,241,
99,242,
103,245,
104,230,
106,248,
102,240,
102,250,
104,245,
104,244,
101,251,
105,244,
104,239,
105,250,
102,246,
103,243,
103,237,
104,245,
102,245,
100,235,
103,233,
103,239,
104,250,
105,234,
101,237,
110,253,
105,244,
104,239,
104,242,
106,256,
105,237,
102,239,
103,249,
102,237,
106,247,
106,232,
104,238,
106,247,
101,239,
105,241,
104,236,
104,256,
103,235,
100,241,
101,254,
103,239,
105,248,
104,235,
104,242,
104,248,
106,234,
105,246,
102,231,
106,251,
102,244,
107,241,
96,241,
102,235,
103,242,
101,248,
107,239,
100,250,
104,237,
102,256,
103,234,
105,235,
104,251,
100,238,
104,236,
101,238,
103,252,
103,249,
106,231,
102,253,
105,245,
108,237,
103,236,
104,243,
102,248,
101,231,
102,242,
103,235,
103,245,
103,244,
104,234,
99,245,
102,237,
102,251,
100,238,
102,246,
103,249,
105,233,
105,248,
101,240,
103,244,
106,237,
103,238,
103,247,
100,239,
107,245,
102,238,
105,251,
101,237,
102,246,
104,234,
102,243,
102,240,
103,243,
102,244,
102,238,
102,242,
103,240,
102,246,
103,247,
104,236,
100,240,
101,248,
104,242,
101,246,
101,243,
106,230,
104,244,
102,243,
103,241,
103,239,
103,244,
102,235,
102,242,
102,235,
103,257,
104,236,
101,248,
106,230,
102,248,
103,233,
106,248,
102,237,
105,249,
101,233,
101,244,
103,238,
101,255,
103,238,
100,245,
103,236,
102,244,
101,237,
107,244,
105,243,
103,244,
107,244,
102,238,
103,247,
101,244,
103,250,
106,230,
100,243,
105,238,
103,253,
102,237,
104,245,
101,236,
102,247,
103,235,
102,247,
105,240,
103,251,
105,238,
104,243,
102,230,
104,246,
102,236,
102,244,
104,241,
102,247,
105,233,
101,251,
102,246,
103,245,
104,249,
104,238,
104,247,
103,242,
105,244,
102,251,
107,244,
103,245,
103,240,
103,242,
103,248,
103,242,
103,236,
104,236,
104,244,
103,238,
105,251,
102,239,
105,244,
103,234,
106,241,
104,240,
103,250,
103,235,
101,243,
104,233,
104,255,
103,235,
102,248,
103,239,
104,255,
104,234,
103,250,
98,238,
105,255,
102,237,
106,245,
103,239,
104,248,
104,241,
103,246,
103,244,
101,247,
103,237,
105,241,
103,242,
106,235,
101,252,
104,235,
103,240,
102,232,
105,251,
102,238,
101,254,
104,230,
103,251,
105,229,
104,250,
102,233,
106,248,
104,245,
103,246,
103,236,
101,240,
103,245,
104,250,
104,244,
103,249,
102,238,
104,241,
103,246,
105,238,
103,247,
102,236,
104,243,
104,235,
105,241,
102,230,
102,248,
105,240,
100,243,
103,238,
103,235,
104,239,
103,240,
100,251,
103,243,
103,247,
103,231,
105,249,
103,237,
103,258,
102,245,
103,256,
104,226,
102,245,
104,238,
102,244,
103,241,
106,246,
102,232,
104,252,
103,241,
104,245,
106,237,
98,239,
104,251,
100,239,
105,243,
102,235,
97,248,
101,238,
102,236,
105,251,
105,239,
105,248,
109,231,
106,240,
105,247,
104,238,
105,246,
105,236,
103,250,
101,238,
106,243,
